Raw_Text,ID,Predicted_Category,Extracted_Incident_Time,Ticket_Group_ID
รปภ. ช่วยดูตรงลานจอดรถ หน่อยครับ คนจอดรถขวางทาง,TICKET_0559,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
ไวไฟเข้าไม่ได้ ตอนนี้อยู่หอพักใน ทำงานไม่ได้เลย,TICKET_0560,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
แจ้งทำความสะอาดตรงสนามบาส สกปรกมากไม่ทำความสะอาด ครับ,TICKET_0561,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_023
อาจารย์ครับ ตารางเรียนไม่ขึ้นระบบ รบกวนให้คำแนะนำที,TICKET_0562,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_001
เน็ตหลุดบ่อยมาก ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,TICKET_0563,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
แจ้งเรื่องประตูพัง ตรงอาคารเรียนรวม ช่วยมาดูหน่อย,TICKET_0564,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_019
อาจารย์ครับ ตารางเรียนไม่ขึ้นระบบ รบกวนให้คำแนะนำที,TICKET_0565,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_001
เน็ตหลุดบ่อยมาก ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_0566,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_020
รปภ. ช่วยดูตรงหลังมอ หน่อยครับ มีรถชนกัน,TICKET_0567,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_017
แจ้งเรื่องประตูพัง ตรงห้องบรรยาย ช่วยมาดูหน่อย,TICKET_0568,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_010
แจ้งทำความสะอาดตรงสนามบาส สกปรกมากไม่ทำความสะอาด ครับ,TICKET_0569,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_023
แจ้งทำความสะอาดตรงสนามบาส สกปรกมากไม่ทำความสะอาด ครับ,TICKET_0570,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_023
อาจารย์ครับ ลงทะเบียนวิชานี้ไม่ได้ รบกวนให้คำแนะนำที,TICKET_0571,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_008
ลืมรหัสผ่านเข้าระบบ ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_0572,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_003
อาจารย์ครับ ตารางเรียนไม่ขึ้นระบบ รบกวนให้คำแนะนำที,TICKET_0573,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_001
ไวไฟเข้าไม่ได้ ตอนนี้อยู่หอพักใน ทำงานไม่ได้เลย,TICKET_0574,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
ลืมรหัสผ่านเข้าระบบ ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,TICKET_0575,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_003
แจ้งเรื่องหลังคารั่วหนักมาก ตรงห้องน้ำตึกสงวน ช่วยมาดูหน่อย,TICKET_0576,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_019
อาจารย์ครับ เกรดยังไม่ออกครับ รบกวนให้คำแนะนำที,TICKET_0577,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_006
แจ้งทำความสะอาดตรงสนามบาส มีหมาจรจัดมาคุ้ยขยะ ครับ,TICKET_0578,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_018
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_0579,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
แจ้งทำความสะอาดตรงริมสระน้ำ กิ่งไม้หักขวางทาง ครับ,TICKET_0580,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
รปภ. ช่วยดูตรงหลังมอ หน่อยครับ คนจอดรถขวางทาง,TICKET_0581,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_012
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,TICKET_0582,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_014
รปภ. ช่วยดูตรงลานจอดรถ หน่อยครับ หมวกกันน็อคหาย,TICKET_0583,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
รปภ. ช่วยดูตรงประตู 2 หน่อยครับ รถติดหนักมาก,TICKET_0584,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_017
แจ้งเรื่องประตูพัง ตรงตึกวิทย์ ช่วยมาดูหน่อย,TICKET_0585,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_028
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,TICKET_0586,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_016
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,TICKET_0587,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_007
แจ้งทำความสะอาดตรงโรงอาหาร กิ่งไม้หักขวางทาง ครับ,TICKET_0588,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_002
แจ้งเรื่องน้ำไม่ไหล ตรงห้องบรรยาย ช่วยมาดูหน่อย,TICKET_0589,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_027
อาจารย์ครับ เกรดยังไม่ออกครับ รบกวนให้คำแนะนำที,TICKET_0590,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_006
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_0591,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
แจ้งเรื่องลิฟต์ค้าง ตรงตึกวิทย์ ช่วยมาดูหน่อย,TICKET_0592,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_028
แจ้งเรื่องประตูพัง ตรงตึก ICT ช่วยมาดูหน่อย,TICKET_0593,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_027
อาจารย์ครับ เกรดยังไม่ออกครับ รบกวนให้คำแนะนำที,TICKET_0594,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_006
ลืมรหัสผ่านเข้าระบบ ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,TICKET_0595,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
รปภ. ช่วยดูตรงหลังมอ หน่อยครับ หมวกกันน็อคหาย,TICKET_0596,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_012
รปภ. ช่วยดูตรงทางแยก หน่อยครับ มีรถชนกัน,TICKET_0597,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_017
อาจารย์ครับ ตารางเรียนไม่ขึ้นระบบ รบกวนให้คำแนะนำที,TICKET_0598,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_001
อาจารย์ครับ อยากติดต่ออาจารย์เรื่องดรอปเรียน รบกวนให้คำแนะนำที,TICKET_0599,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_026
แจ้งเรื่องประตูพัง ตรงห้อง 1204 ช่วยมาดูหน่อย,TICKET_0600,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_010
แจ้งทำความสะอาดตรงทางเดิน หญ้ารกมาก ครับ,TICKET_0601,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
ลงทะเบียนไม่ได้ ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,TICKET_0602,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
อาจารย์ครับ อยากติดต่ออาจารย์เรื่องดรอปเรียน รบกวนให้คำแนะนำที,TICKET_0603,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_026
เน็ตหลุดบ่อยมาก ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,TICKET_0604,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,TICKET_0605,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_016
รปภ. ช่วยดูตรงทางแยก หน่อยครับ รถติดหนักมาก,TICKET_0606,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_012
ระบบล่ม ตอนนี้อยู่หอพักใน ทำงานไม่ได้เลย,TICKET_0607,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
อาจารย์ครับ ลงทะเบียนวิชานี้ไม่ได้ รบกวนให้คำแนะนำที,TICKET_0608,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_008
ลืมรหัสผ่านเข้าระบบ ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,TICKET_0609,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_003
ลืมรหัสผ่านเข้าระบบ ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,TICKET_0610,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_003
แจ้งเรื่องไฟดับครับ ตรงห้อง 1204 ช่วยมาดูหน่อย,TICKET_0611,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_011
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_0612,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,TICKET_0613,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_013
ลงทะเบียนไม่ได้ ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,TICKET_0614,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
ลืมรหัสผ่านเข้าระบบ ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_0615,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_003
แจ้งทำความสะอาดตรงริมสระน้ำ สกปรกมากไม่ทำความสะอาด ครับ,TICKET_0616,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,TICKET_0617,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_007
รปภ. ช่วยดูตรงหลังมอ หน่อยครับ มีรถชนกัน,TICKET_0618,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_017
แจ้งเรื่องแอร์ไม่เย็นเลย ตรงอาคารเรียนรวม ช่วยมาดูหน่อย,TICKET_0619,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_028
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ ทางมืดมากอันตราย,TICKET_0620,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
แจ้งทำความสะอาดตรงทางเดิน ขยะล้นถังส่งกลิ่นเหม็น ครับ,TICKET_0621,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_022
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,TICKET_0622,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_007
แจ้งเรื่องประตูพัง ตรงอาคารเรียนรวม ช่วยมาดูหน่อย,TICKET_0623,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_019
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,TICKET_0624,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_013
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,TICKET_0625,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_007
รปภ. ช่วยดูตรงทางแยก หน่อยครับ รถติดหนักมาก,TICKET_0626,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_012
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ คนจอดรถขวางทาง,TICKET_0627,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_005
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,TICKET_0628,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_014
แจ้งเรื่องหลังคารั่วหนักมาก ตรงตึกวิทย์ ช่วยมาดูหน่อย,TICKET_0629,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_028
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ หมวกกันน็อคหาย,TICKET_0630,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_005
รปภ. ช่วยดูตรงหลังมอ หน่อยครับ มีรถชนกัน,TICKET_0631,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_017
แจ้งเรื่องประตูพัง ตรงห้องน้ำตึกสงวน ช่วยมาดูหน่อย,TICKET_0632,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_011
รปภ. ช่วยดูตรงหลังมอ หน่อยครับ ทางมืดมากอันตราย,TICKET_0633,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
เน็ตหลุดบ่อยมาก ตอนนี้อยู่หอพักใน ทำงานไม่ได้เลย,TICKET_0634,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_020
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,TICKET_0635,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_014
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,TICKET_0636,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_007
อาจารย์ครับ ลงทะเบียนวิชานี้ไม่ได้ รบกวนให้คำแนะนำที,TICKET_0637,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_008
รปภ. ช่วยดูตรงหลังมอ หน่อยครับ รถติดหนักมาก,TICKET_0638,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_012
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,TICKET_0639,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_013
ลงทะเบียนไม่ได้ ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,TICKET_0640,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
ลงทะเบียนไม่ได้ ตอนนี้อยู่หอพักใน ทำงานไม่ได้เลย,TICKET_0641,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
แจ้งทำความสะอาดตรงทางเดิน หญ้ารกมาก ครับ,TICKET_0642,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
แจ้งเรื่องประตูพัง ตรงอาคารเรียนรวม ช่วยมาดูหน่อย,TICKET_0643,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_019
แจ้งทำความสะอาดตรงสวนหน้าตึก ขยะล้นถังส่งกลิ่นเหม็น ครับ,TICKET_0644,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_022
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,TICKET_0645,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_007
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,TICKET_0646,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_016
แจ้งเรื่องน้ำไม่ไหล ตรงห้องน้ำตึกสงวน ช่วยมาดูหน่อย,TICKET_0647,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_027
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,TICKET_0648,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_014
แจ้งทำความสะอาดตรงโรงอาหาร ขยะล้นถังส่งกลิ่นเหม็น ครับ,TICKET_0649,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_022
ไวไฟเข้าไม่ได้ ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_0650,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
ไวไฟเข้าไม่ได้ ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,TICKET_0651,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
แจ้งเรื่องไฟดับครับ ตรงตึก ICT ช่วยมาดูหน่อย,TICKET_0652,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_027
ระบบล่ม ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_0653,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
ลืมรหัสผ่านเข้าระบบ ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,TICKET_0654,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_003
อาจารย์ครับ ลงทะเบียนวิชานี้ไม่ได้ รบกวนให้คำแนะนำที,TICKET_0655,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_008
แจ้งทำความสะอาดตรงโรงอาหาร ขยะล้นถังส่งกลิ่นเหม็น ครับ,TICKET_0656,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_022
รปภ. ช่วยดูตรงลานจอดรถ หน่อยครับ ทางมืดมากอันตราย,TICKET_0657,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
รปภ. ช่วยดูตรงประตู 2 หน่อยครับ ทางมืดมากอันตราย,TICKET_0658,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,TICKET_0659,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_016
รปภ. ช่วยดูตรงทางแยก หน่อยครับ ทางมืดมากอันตราย,TICKET_0660,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,TICKET_0661,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_014
อาจารย์ครับ อยากติดต่ออาจารย์เรื่องดรอปเรียน รบกวนให้คำแนะนำที,TICKET_0662,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_026
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ ทางมืดมากอันตราย,TICKET_0663,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
แจ้งเรื่องลิฟต์ค้าง ตรงตึกวิทย์ ช่วยมาดูหน่อย,TICKET_0664,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_028
ไวไฟเข้าไม่ได้ ตอนนี้อยู่หอพักใน ทำงานไม่ได้เลย,TICKET_0665,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,TICKET_0666,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_007
รปภ. ช่วยดูตรงลานจอดรถ หน่อยครับ คนจอดรถขวางทาง,TICKET_0667,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_0668,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,TICKET_0669,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_016
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_0670,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
ลงทะเบียนไม่ได้ ตอนนี้อยู่หอพักใน ทำงานไม่ได้เลย,TICKET_0671,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
เน็ตหลุดบ่อยมาก ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_0672,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_020
เน็ตหลุดบ่อยมาก ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_0673,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_020
รปภ. ช่วยดูตรงลานจอดรถ หน่อยครับ รถติดหนักมาก,TICKET_0674,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,TICKET_0675,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_013
เน็ตหลุดบ่อยมาก ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,TICKET_0676,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,TICKET_0677,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_013
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,TICKET_0678,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_013
รปภ. ช่วยดูตรงทางแยก หน่อยครับ คนจอดรถขวางทาง,TICKET_0679,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_005
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ มีรถชนกัน,TICKET_0680,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_017
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,TICKET_0681,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_013
ระบบล่ม ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_0682,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
เน็ตหลุดบ่อยมาก ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,TICKET_0683,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_020
แจ้งทำความสะอาดตรงสวนหน้าตึก มีหมาจรจัดมาคุ้ยขยะ ครับ,TICKET_0684,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_018
แจ้งทำความสะอาดตรงโรงอาหาร กิ่งไม้หักขวางทาง ครับ,TICKET_0685,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_002
แจ้งทำความสะอาดตรงโรงอาหาร สกปรกมากไม่ทำความสะอาด ครับ,TICKET_0686,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_023
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,TICKET_0687,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_016
อาจารย์ครับ เกรดยังไม่ออกครับ รบกวนให้คำแนะนำที,TICKET_0688,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_006
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_0689,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
แจ้งทำความสะอาดตรงโรงอาหาร มีหมาจรจัดมาคุ้ยขยะ ครับ,TICKET_0690,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_018
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,TICKET_0691,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_013
ระบบล่ม ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_0692,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
