Raw_Text,1_Matched_Keywords,2_Category_Scores,3_Max_Score,4_Predicted_Category
ไวไฟเข้าไม่ได้ ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,"['ไวไฟเข้าไม่ได้', 'ไวไฟ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 18, 'บริการและสวัสดิการนิสิต': 0}",18,ระบบเครือข่ายและเทคโนโลยี
แจ้งทำความสะอาดตรงทางเดิน กิ่งไม้หักขวางทาง ครับ,"['กิ่งไม้หัก', 'ทำความสะอาด']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 21, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",21,สุขอนามัยและความสะอาด
แจ้งเรื่องแอร์ไม่เย็นเลย ตรงอาคารเรียนรวม ช่วยมาดูหน่อย,"['แอร์ไม่เย็น', 'แอร์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 15, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",15,สิ่งอำนวยความสะดวกและอาคารสถานที่
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,"['รถเมล์', 'รถเมล์สาย', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 15, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 15}",15,การเดินทาง / รถเมล์มพ.
ระบบล่ม ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,"['ระบบล่ม', 'ระบบ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 11, 'บริการและสวัสดิการนิสิต': 0}",11,ระบบเครือข่ายและเทคโนโลยี
ไวไฟเข้าไม่ได้ ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,"['ไวไฟเข้าไม่ได้', 'ไวไฟ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 18, 'บริการและสวัสดิการนิสิต': 0}",18,ระบบเครือข่ายและเทคโนโลยี
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ มีรถชนกัน,"['รถชน', 'รปภ.', 'รปภ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 11, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",11,ความปลอดภัยและจราจร
แจ้งทำความสะอาดตรงสวนหน้าตึก สกปรกมากไม่ทำความสะอาด ครับ,"['สกปรก', 'ไม่ทำความสะอาด', 'ทำความสะอาด']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 30, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",30,สุขอนามัยและความสะอาด
รปภ. ช่วยดูตรงประตู 2 หน่อยครับ หมวกกันน็อคหาย,"['รปภ.', 'รปภ', 'ประตู 2', 'หมวกกันน็อคหาย']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 14, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 14}",14,ความปลอดภัยและจราจร
รปภ. ช่วยดูตรงหลังมอ หน่อยครับ รถติดหนักมาก,"['รถติด', 'รปภ.', 'รปภ']","{'การเดินทาง / รถเมล์มพ.': 5, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 7, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",7,ความปลอดภัยและจราจร
แจ้งทำความสะอาดตรงสนามบาส หญ้ารกมาก ครับ,"['หญ้ารก', 'ทำความสะอาด']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 17, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",17,สุขอนามัยและความสะอาด
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,"['บัตรนิสิต', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 24}",24,บริการและสวัสดิการนิสิต
อาจารย์ครับ เกรดยังไม่ออกครับ รบกวนให้คำแนะนำที,"['เกรด', 'อาจารย์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 11, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",11,การเรียนการสอนและหลักสูตร
ระบบล่ม ตอนนี้อยู่หอพักใน ทำงานไม่ได้เลย,"['ระบบล่ม', 'ระบบ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 11, 'บริการและสวัสดิการนิสิต': 0}",11,ระบบเครือข่ายและเทคโนโลยี
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,"['กิจกรรม', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 22}",22,บริการและสวัสดิการนิสิต
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,"['บัตรนิสิต', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 24}",24,บริการและสวัสดิการนิสิต
แจ้งทำความสะอาดตรงริมสระน้ำ หญ้ารกมาก ครับ,"['หญ้ารก', 'ทำความสะอาด']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 17, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",17,สุขอนามัยและความสะอาด
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,"['ทุนการศึกษา', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 26}",26,บริการและสวัสดิการนิสิต
แจ้งทำความสะอาดตรงสวนหน้าตึก กิ่งไม้หักขวางทาง ครับ,"['กิ่งไม้หัก', 'ทำความสะอาด']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 21, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",21,สุขอนามัยและความสะอาด
อาจารย์ครับ ตารางเรียนไม่ขึ้นระบบ รบกวนให้คำแนะนำที,"['ตารางเรียน', 'อาจารย์', 'ระบบ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 17, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 4, 'บริการและสวัสดิการนิสิต': 0}",17,การเรียนการสอนและหลักสูตร
ลงทะเบียนไม่ได้ ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,['ลงทะเบียนไม่ได้'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 15, 'บริการและสวัสดิการนิสิต': 0}",15,ระบบเครือข่ายและเทคโนโลยี
แจ้งเรื่องลิฟต์ค้าง ตรงอาคารเรียนรวม ช่วยมาดูหน่อย,"['ลิฟต์ค้าง', 'ลิฟต์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 14, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",14,สิ่งอำนวยความสะดวกและอาคารสถานที่
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ ทางมืดมากอันตราย,"['อันตราย', 'รปภ.', 'ทางมืด', 'รปภ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 20, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",20,ความปลอดภัยและจราจร
ลงทะเบียนไม่ได้ ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,['ลงทะเบียนไม่ได้'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 15, 'บริการและสวัสดิการนิสิต': 0}",15,ระบบเครือข่ายและเทคโนโลยี
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,"['บัตรนิสิต', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 24}",24,บริการและสวัสดิการนิสิต
ลงทะเบียนไม่ได้ ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,['ลงทะเบียนไม่ได้'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 15, 'บริการและสวัสดิการนิสิต': 0}",15,ระบบเครือข่ายและเทคโนโลยี
แจ้งทำความสะอาดตรงริมสระน้ำ มีหมาจรจัดมาคุ้ยขยะ ครับ,"['หมาจรจัด', 'ทำความสะอาด']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 19, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",19,สุขอนามัยและความสะอาด
แจ้งทำความสะอาดตรงสวนหน้าตึก หญ้ารกมาก ครับ,"['หญ้ารก', 'ทำความสะอาด']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 17, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",17,สุขอนามัยและความสะอาด
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,"['ทุนการศึกษา', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 26}",26,บริการและสวัสดิการนิสิต
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ หมวกกันน็อคหาย,"['รปภ.', 'รปภ', 'หมวกกันน็อคหาย']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 7, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 14}",14,บริการและสวัสดิการนิสิต
แจ้งเรื่องลิฟต์ค้าง ตรงห้องน้ำตึกสงวน ช่วยมาดูหน่อย,"['ลิฟต์ค้าง', 'ลิฟต์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 14, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",14,สิ่งอำนวยความสะดวกและอาคารสถานที่
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,"['กิจกรรม', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 22}",22,บริการและสวัสดิการนิสิต
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,"['กิจกรรม', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 22}",22,บริการและสวัสดิการนิสิต
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,"['บัตรนิสิต', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 24}",24,บริการและสวัสดิการนิสิต
แจ้งเรื่องแอร์ไม่เย็นเลย ตรงห้องน้ำตึกสงวน ช่วยมาดูหน่อย,"['แอร์ไม่เย็น', 'แอร์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 15, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",15,สิ่งอำนวยความสะดวกและอาคารสถานที่
ระบบล่ม ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,"['ระบบล่ม', 'ระบบ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 11, 'บริการและสวัสดิการนิสิต': 0}",11,ระบบเครือข่ายและเทคโนโลยี
แจ้งทำความสะอาดตรงสนามบาส มีหมาจรจัดมาคุ้ยขยะ ครับ,"['หมาจรจัด', 'ทำความสะอาด']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 19, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",19,สุขอนามัยและความสะอาด
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ หมวกกันน็อคหาย,"['รปภ.', 'รปภ', 'หมวกกันน็อคหาย']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 7, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 14}",14,บริการและสวัสดิการนิสิต
อาจารย์ครับ ตารางเรียนไม่ขึ้นระบบ รบกวนให้คำแนะนำที,"['ตารางเรียน', 'อาจารย์', 'ระบบ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 17, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 4, 'บริการและสวัสดิการนิสิต': 0}",17,การเรียนการสอนและหลักสูตร
ไวไฟเข้าไม่ได้ ตอนนี้อยู่หอพักใน ทำงานไม่ได้เลย,"['ไวไฟเข้าไม่ได้', 'ไวไฟ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 18, 'บริการและสวัสดิการนิสิต': 0}",18,ระบบเครือข่ายและเทคโนโลยี
แจ้งเรื่องน้ำไม่ไหล ตรงตึกวิทย์ ช่วยมาดูหน่อย,['น้ำไม่ไหล'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 9, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",9,สิ่งอำนวยความสะดวกและอาคารสถานที่
แจ้งเรื่องไฟดับครับ ตรงห้อง 1204 ช่วยมาดูหน่อย,['ไฟดับ'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 5, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",5,สิ่งอำนวยความสะดวกและอาคารสถานที่
อาจารย์ครับ อยากติดต่ออาจารย์เรื่องดรอปเรียน รบกวนให้คำแนะนำที,"['ดรอปเรียน', 'ติดต่ออาจารย์', 'อาจารย์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 29, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",29,การเรียนการสอนและหลักสูตร
รปภ. ช่วยดูตรงลานจอดรถ หน่อยครับ มีรถชนกัน,"['รถชน', 'รปภ.', 'รปภ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 11, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",11,ความปลอดภัยและจราจร
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,"['ขอสอบชดเชย', 'อาจารย์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 17, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",17,การเรียนการสอนและหลักสูตร
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,"['กิจกรรม', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 22}",22,บริการและสวัสดิการนิสิต
แจ้งทำความสะอาดตรงสวนหน้าตึก ขยะล้นถังส่งกลิ่นเหม็น ครับ,"['ขยะล้น', 'เหม็น', 'ทำความสะอาด', 'กลิ่นเหม็น']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 32, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",32,สุขอนามัยและความสะอาด
แจ้งเรื่องลิฟต์ค้าง ตรงตึก ICT ช่วยมาดูหน่อย,"['ลิฟต์ค้าง', 'ลิฟต์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 14, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",14,สิ่งอำนวยความสะดวกและอาคารสถานที่
